Data;Hora (UTC);Temp. Ins. (C);Temp. Max. (C);Temp. Min. (C);Umi. Ins. (%);Umi. Max. (%);Umi. Min. (%);Pto Orvalho Ins. (C);Pto Orvalho Max. (C);Pto Orvalho Min. (C);Pressao Ins. (hPa);Pressao Max. (hPa);Pressao Min. (hPa);Vel. Vento (m/s);Dir. Vento (m/s);Raj. Vento (m/s);Radiacao (KJ/m²);Chuva (mm)
20/10/2024;900;20,8;20,9;20,5;92;92;92;19,4;19,5;19,1;927,6;927,6;927,1;0;265;1,1;22,5;0
20/10/2024;1000;21,7;21,7;20,8;91;92;91;20,1;20,2;19,4;928,7;928,7;927,6;0;249;0,7;187,5;0
20/10/2024;1100;22,7;23;21,7;84;91;83;19,8;20,7;19,7;929,5;929,5;928,7;0,5;338;2;524,6;0,2
20/10/2024;1200;20,6;22,5;20,6;88;89;83;18,6;20,1;18,6;930,6;930,6;929,4;1,2;304;5,8;152,5;3,6
20/10/2024;1300;19,7;20,6;19,6;91;91;88;18,2;18,5;17,9;931,1;931,2;930,6;0,7;320;4,8;223,8;2,8
20/10/2024;1400;19,9;20;19,6;92;92;91;18,5;18,5;18,1;931;931,4;931;0,1;333;2,6;140;5,2
20/10/2024;1500;20,6;20,8;19,9;92;92;92;19,2;19,4;18,5;929,8;931;929,8;0,8;341;2,5;518,2;2,8
20/10/2024;1600;23,4;23,4;20,6;86;92;86;20,9;21;19,2;928,9;929,8;928,8;1,4;324;4,3;1473,2;0
20/10/2024;1700;24,1;24,9;23,1;77;86;73;19,8;21;19,4;928,4;928,9;928,4;2,1;333;5,9;1422,9;0
20/10/2024;1800;24,3;24,6;23,7;77;79;74;19,9;20,6;19;927,4;928,4;927,4;0,9;305;6,1;727,2;0
20/10/2024;1900;25,5;25,9;24,3;69;78;68;19,4;21,3;19,2;926,7;927,4;926,6;0,8;284;3,4;1095,4;0
20/10/2024;2000;24,9;25,8;24,7;72;72;65;19,6;20,1;18,3;927,4;927,4;926,7;0,2;313;4,6;808,2;0
20/10/2024;2100;23,5;25;23,5;78;78;70;19,4;19,7;19,1;928,1;928,2;927,4;0;211;1,9;133,5;0
20/10/2024;2200;22,6;23,5;22,6;83;83;78;19,5;19,8;19,3;928,8;928,8;928,1;0;215;0,6;;0
20/10/2024;2300;22,7;22,8;22,6;82;84;82;19,4;19,8;19,4;929,9;929,9;928,8;0,3;350;1,8;;0
21/10/2024;0;22,7;22,9;22,6;81;83;81;19,3;19,5;19,3;930,3;930,3;929,9;0,3;347;1,7;;0
21/10/2024;100;22,4;22,7;22,3;83;84;81;19,4;19,6;19,3;930,6;930,6;930,3;0;344;1,3;;0
21/10/2024;200;22,1;22,4;22,1;87;87;83;19,8;19,9;19,4;930,6;930,7;930,5;0;187;0,9;;0
21/10/2024;300;21,9;22,1;21,9;88;88;87;19,9;20;19,8;930,4;930,7;930,4;0;314;0,4;;0
21/10/2024;400;21,7;21,9;21,7;89;89;88;19,8;19,9;19,7;929,9;930,4;929,9;0;210;0;;0
21/10/2024;500;21,7;21,7;21,5;90;90;89;19,9;20;19,8;929,7;929,9;929,6;0;96;0,5;;0
21/10/2024;600;21,6;21,8;21,6;90;90;89;19,8;20;19,8;929,7;929,7;929,5;0;277;1,4;;0
21/10/2024;700;21,5;21,6;21,4;90;90;90;19,8;19,9;19,8;929,7;929,7;929,6;0;36;0;;0
21/10/2024;800;21,2;21,5;21,2;91;91;90;19,6;19,8;19,6;930,2;930,2;929,7;0;61;1,2;;0
21/10/2024;900;21,4;21,4;21,1;91;91;91;19,9;19,9;19,5;931;931;930,2;0,5;122;1,8;12,4;0
21/10/2024;1000;22,1;22,1;21,4;90;91;89;20,4;20,4;19,9;931,6;931,6;931;0;236;1,8;144,9;0
21/10/2024;1100;23,1;23,2;22;81;90;81;19,8;20,6;19,8;932,3;932,3;931,6;0,6;72;2;460,4;0
21/10/2024;1200;24,2;24,2;23,3;79;83;77;20,2;20,5;19,7;932,9;932,9;932,3;0,8;210;1,8;590,9;0
21/10/2024;1300;26,1;26,1;24,2;72;79;68;20,6;20,6;19,2;933,1;933,2;932,9;1,1;154;3,1;1350,1;0
21/10/2024;1400;27,1;27,1;26;64;73;64;19,7;21,4;19,4;933,2;933,2;933,1;0,3;359;3,1;1162;0
21/10/2024;1500;28,2;29,4;27,1;55;64;52;18,4;20,1;17,7;932,2;933,2;932,2;1,3;86;5;1829,7;0,2
21/10/2024;1600;28,3;29,2;27,7;63;66;54;20,7;21,2;17,9;931,2;932,2;931,2;1,7;238;4,6;1508,5;0
21/10/2024;1700;26,2;29,6;25,7;73;81;57;20,9;22,8;19,5;930,3;931,2;930,3;1,3;203;4;1454,1;0,2
21/10/2024;1800;21,1;27,8;21,1;89;89;62;19,2;21,5;18,3;931,1;931,1;930;1,4;11;8,3;894,9;26,6
21/10/2024;1900;21,2;21,3;21;91;91;89;19,6;19,8;19,2;931,7;931,7;930,8;0,3;123;4,7;72,8;14,8
21/10/2024;2000;21,1;21,5;21;90;91;89;19,5;19,8;19,3;932,2;932,3;931,6;1,5;1;4,8;27,7;2,8
21/10/2024;2100;20,6;21,1;20,6;91;91;90;19,1;19,5;19,1;931,9;932,3;931,7;1,5;331;5,3;1,4;3,8
21/10/2024;2200;20,8;20,8;20,6;92;92;91;19,4;19,4;19,1;932,3;932,3;931,9;0,2;149;4,1;;3,6
21/10/2024;2300;20,8;20,9;20,7;92;92;92;19,5;19,5;19,4;933,2;933,2;932,3;0,6;137;2,6;;0,4
22/10/2024;0;21;21;20,8;92;92;92;19,6;19,7;19,4;934;934;933,2;0,2;146;2,2;;0
22/10/2024;100;20,9;21;20,9;92;92;92;19,6;19,7;19,5;934,7;934,7;934,1;0;140;1,3;;0,2
22/10/2024;200;20,8;20,9;20,7;92;92;92;19,4;19,6;19,4;934,4;934,7;934,4;0,3;135;2,1;;0
22/10/2024;300;20,5;20,8;20,5;92;92;92;19,2;19,4;19,2;933,8;934,4;933,8;0;215;1,4;;0
22/10/2024;400;20,1;20,6;20;93;93;92;18,9;19,3;18,8;933;933,8;933;0;223;0;;0
22/10/2024;500;20,3;20,4;20;93;93;92;19,1;19,1;18,7;933;933,1;932,9;0,5;122;1,3;;0
22/10/2024;600;20,1;20,3;19,9;93;93;93;18,9;19,1;18,7;932,9;933,1;932,9;0,1;116;1,3;;0
22/10/2024;700;20,3;20,4;20,1;93;93;93;19,1;19,2;18,9;933;933,1;932,9;0,5;107;1,9;;0
22/10/2024;800;20,1;20,3;20,1;93;93;93;18,9;19,1;18,9;933,4;933,4;933;0,4;142;1,8;;0
22/10/2024;900;20,3;20,3;20,1;93;93;93;19,1;19,1;18,9;933,6;933,6;933,3;0,7;118;2,3;43,6;0
22/10/2024;1000;23,2;23,3;20,3;92;93;92;21,8;21,9;19,2;934,3;934,3;933,6;0,6;103;2,1;782,2;0
22/10/2024;1100;25,7;25,9;23;71;92;71;20;22,1;20;934,9;934,9;934,3;1,3;43;3,9;1486,6;0
22/10/2024;1200;26,4;27,5;26,1;67;72;62;19,8;21;19,3;935,1;935,1;935;1,1;336;5;1941,1;0
22/10/2024;1300;28,1;28,2;26,1;60;68;60;19,6;20,8;19,2;934,8;935,2;934,8;1,3;25;3,8;1803,5;0
22/10/2024;1400;30;30,3;27,9;52;64;50;19,2;21;18,2;934,3;934,8;934,3;1,4;46;4,1;3093,7;0,2
22/10/2024;1500;30,1;30,7;29,1;47;54;47;17,6;19,5;17,6;933,5;934,3;933,5;1,2;337;4,6;3250,7;0
22/10/2024;1600;30,9;32,2;30;44;54;40;17,4;20,4;16,4;932,5;933,5;932,5;0,9;13;4;2440;0
22/10/2024;1700;28,8;31;28,8;53;53;43;18,2;19,1;16,2;931,7;932,5;931,7;1,7;253;4,8;1424,9;0
22/10/2024;1800;28,5;28,9;27,4;53;61;51;18;19,6;17,1;931;931,7;931;0,2;297;5,4;759,6;0
22/10/2024;1900;30,1;30,2;28,5;46;53;46;17,2;18,5;17;930,7;931,1;930,7;1,1;143;3;1116,5;0
22/10/2024;2000;27,6;30,1;27,6;60;60;46;19,1;19,3;17;931,5;931,5;930,6;1,7;127;7;450;0
22/10/2024;2100;25,2;27,6;25,2;68;69;60;18,9;19,7;18,9;932,3;932,4;931,5;1,8;87;5,4;10,4;0
22/10/2024;2200;23,6;25,2;23,6;75;75;68;18,9;19,2;18,9;932,9;932,9;932,3;1,1;130;5,5;;0
22/10/2024;2300;23,1;23,8;23,1;79;79;73;19,2;19,3;18,6;933,6;933,6;932,9;0,5;339;2,3;;0
23/10/2024;0;22,4;23,1;22,4;87;87;79;20,2;20,2;19,2;934,1;934,1;933,6;0;244;1,3;;0,2
23/10/2024;100;22,1;22,4;22;90;90;88;20,4;20,5;20,2;934,3;934,3;934,2;0;243;0,6;;1
23/10/2024;200;22,1;22,1;22;92;92;90;20,6;20,6;20,4;933,7;934,3;933,7;0;196;0,5;;0,2
23/10/2024;300;21,8;22,1;21,8;92;92;92;20,4;20,7;20,4;933;933,7;933;0;38;0;;0
23/10/2024;400;21,8;22;21,8;92;92;92;20,4;20,6;20,4;932,4;933;932,4;0,2;356;1,5;;0
23/10/2024;500;21,5;21,8;21,5;92;92;92;20,2;20,5;20,2;931,6;932,4;931,6;0;281;1;;0
23/10/2024;600;21,6;21,7;21,4;92;92;92;20,3;20,4;20,1;931,4;931,6;931,4;0;3;0,7;;0
23/10/2024;700;21,4;21,6;21,2;93;93;92;20,1;20,3;20;931,5;931,6;931,4;0;347;0;;0
23/10/2024;800;21,1;21,4;21;93;93;93;19,8;20,1;19,8;932;932;931,5;0;347;1;;0
23/10/2024;900;21,1;21,1;20,8;93;93;93;19,8;19,8;19,6;932,2;932,3;932;0,6;145;1,5;21,4;0
23/10/2024;1000;22,2;22,2;21;93;93;93;21;21;19,8;932,6;932,6;932,2;1;109;1,7;259,4;0
23/10/2024;1100;25,3;25,7;22,1;78;93;77;21,1;22,4;20,9;932,7;932,8;932,6;0,9;149;2,6;1521,7;0
23/10/2024;1200;28,9;28,9;25,3;60;80;60;20,5;22,2;19,9;932,9;933;932,8;0,7;349;2,8;2284,3;0,2
23/10/2024;1300;30,9;31;28,6;50;61;47;19,2;20,8;18,1;932,6;933;932,6;1,5;3;4,6;2988,1;0
23/10/2024;1400;31,5;31,9;29,9;44;55;43;17,6;21,1;17,5;931,9;932,6;931,9;1,7;330;4,6;3033,8;0
23/10/2024;1500;30,7;33,4;30,7;49;49;39;18,7;18,7;16,8;931,1;931,9;931,1;1,1;311;6,2;2969,7;0
23/10/2024;1600;25,9;30,7;25,6;65;68;47;18,8;19,5;16,2;930,4;931,5;930,4;1,6;343;9,5;544;0
23/10/2024;1700;25,2;26,3;25,2;71;73;65;19,5;20,4;18,9;929,8;930,6;929,8;1,6;327;6,6;311,3;0
23/10/2024;1800;25,2;25,4;24,9;72;73;68;19,7;19,8;18,8;928,9;929,8;928,9;0;248;6,6;243,2;0
23/10/2024;1900;26,6;26,6;25,1;65;72;65;19,4;20,2;18,8;929,1;929,5;928,9;0,9;355;3;566,4;0
23/10/2024;2000;27,2;27,6;26,6;63;65;59;19,4;19,9;18,6;928,7;929,1;928,6;0,6;153;3,5;1000,2;0
23/10/2024;2100;25,5;27,3;25,5;67;67;59;18,9;19,8;18;928,9;929;928,7;0,8;35;3,3;149;0
23/10/2024;2200;23,9;25,5;23,9;77;77;67;19,6;19,7;18,9;928,7;928,9;928,4;0;269;2,8;;0
23/10/2024;2300;23,4;23,9;23,3;82;82;77;20,1;20,2;19,7;929,8;929,9;928,7;0,3;72;1,1;;0
24/10/2024;0;23,4;23,6;23,2;81;83;80;20;20,1;19,8;930,5;930,6;929,8;0,5;141;1,7;;0
24/10/2024;100;22,8;23,4;22,8;84;85;81;19,9;20,1;19,7;930,4;930,7;930,4;0;329;1;;0
24/10/2024;200;22,6;22,8;22,4;85;85;82;19,9;20;19,3;930,5;930,6;930,4;0,1;150;0,8;;0
24/10/2024;300;22,1;22,6;22,1;87;87;85;19,8;20,3;19,8;930,1;930,5;930,1;0;15;1;;0
24/10/2024;400;21,5;22,1;21,5;89;89;87;19,6;19,8;19,6;929,5;930,1;929,5;0;210;0;;0
24/10/2024;500;21,4;21,6;21,4;89;90;89;19,6;19,8;19,5;929;929,6;929;0;21;1,1;;0
24/10/2024;600;21;21,4;21;90;90;89;19,4;19,7;19,3;929;929;928,8;0,3;257;1;;0
24/10/2024;700;21,3;21,3;21;90;90;90;19,6;19,7;19,4;928,9;929;928,9;0;51;1;;0
24/10/2024;800;20,9;21,4;20,9;89;90;89;19,1;19,7;19,1;929;929;928,9;0;32;0,8;;0
24/10/2024;900;20,9;20,9;20,7;90;90;89;19,2;19,2;19;929,7;929,7;929;0;226;0;18,2;0
24/10/2024;1000;23,4;23,4;20,8;81;91;81;19,9;20,3;19,2;930,4;930,4;929,6;0;138;0,9;399,6;0
24/10/2024;1100;25,2;25,2;23,3;70;80;70;19,4;20,1;19,1;930,9;930,9;930,4;0,2;169;1,3;688,4;0
24/10/2024;1200;26,9;26,9;24,9;65;71;64;19,8;20;18,9;931;931,1;930,9;0;207;1,4;1119;0
24/10/2024;1300;29;29,3;26,9;56;65;54;19,2;20,5;19;931,1;931,2;931;1;358;2,9;1468,6;0
24/10/2024;1400;29,2;30,7;28,6;54;59;48;18,9;20;17,8;930,7;931,1;930,7;0,8;339;4,1;1817,8;0
24/10/2024;1500;31,6;32,2;29,1;47;57;45;19,1;20,3;18,4;929,2;930,7;929,2;1,4;320;3,9;2528,8;0
24/10/2024;1600;30,9;34,1;30,9;45;50;37;17,4;20,8;16,3;927,9;929,2;927,9;1,9;310;6,5;3266,2;0
24/10/2024;1700;33,1;33,4;30,6;40;50;38;17,5;19,9;17,1;927,1;927,9;926,9;1,3;295;4,9;1729,2;0
24/10/2024;1800;31,7;33,5;31,7;41;43;35;16,8;18,5;15,5;926,5;927,1;926,2;0,9;326;4,8;1553,9;0
24/10/2024;1900;26,1;31,6;26;65;66;41;19,1;19,2;16;925,8;926,9;925,8;0,1;197;8,5;196,1;0
24/10/2024;2000;26,4;26,4;25,4;67;70;64;19,7;20;19;927,2;927,4;925,7;1,6;92;4,2;115,8;0
24/10/2024;2100;25,7;26,7;25,7;69;70;65;19,6;19,8;19,4;927,9;928;927,2;0,4;174;4,2;82,7;0
24/10/2024;2200;25;25,7;25;66;72;66;18,2;19,8;18,2;930;930;927,9;2,6;254;7,3;;0
24/10/2024;2300;22,3;25;22,2;72;73;65;17,1;18,2;16,6;930,2;930,4;930;1,7;225;8,3;;0
25/10/2024;0;22,5;22,9;22,4;79;79;72;18,7;18,8;17,2;931,1;931,2;930,2;0,6;289;4;;0
25/10/2024;100;21,6;22,5;21,6;87;87;79;19,3;19,3;18,6;932,7;932,8;931,2;2,2;1;7,9;;1
25/10/2024;200;20,7;21,8;20,6;91;91;87;19,2;19,9;19;931,4;933,8;931,4;1,4;157;8,8;;11,4
25/10/2024;300;20,8;21;20,7;92;92;91;19,4;19,6;19,3;930;931,4;930;0,7;128;3,6;;0,8
25/10/2024;400;20,7;20,9;20,7;92;92;92;19,4;19,5;19,4;929,6;930;929,5;0,5;69;2,4;;0
25/10/2024;500;20,8;20,9;20,7;92;92;92;19,4;19,5;19,3;929;929,6;929;0,3;78;2,5;;0
25/10/2024;600;20,5;20,9;20,5;92;92;92;19,2;19,5;19,2;928,8;929,1;928,8;0,4;332;1,9;;0
25/10/2024;700;20,4;20,6;20,4;92;92;92;19,1;19,2;19,1;929,3;929,3;928,7;0,1;307;1,8;;0
25/10/2024;800;20,4;20,5;20,4;92;92;92;19,1;19,2;19,1;929,8;929,8;929,3;0;300;1,8;;0
25/10/2024;900;20,4;20,5;20,4;92;92;92;19,1;19,2;19,1;930,3;930,3;929,8;0;231;0,7;16,7;0
25/10/2024;1000;21,6;21,6;20,4;92;92;92;20,2;20,3;19,1;931;931;930,3;0,2;158;1;436,4;0
25/10/2024;1100;25,1;25,1;21,6;75;92;75;20,3;22;20;931,3;931,4;931;0,8;353;2,3;1304,6;0
25/10/2024;1200;25,5;26,1;25,2;68;78;66;19,1;21,3;18,6;932;932;931,3;1,3;349;3,9;1140;0
25/10/2024;1300;26,8;26,8;25,4;66;71;65;20,1;20,5;19;932;932,1;932;1,3;344;4,1;1029;0
25/10/2024;1400;28,1;28,5;26,8;59;67;55;19,4;20,2;18,4;931,7;932;931,7;1,9;349;5,1;1533,9;0
25/10/2024;1500;29,6;29,6;28,1;54;60;51;19,2;20;17,8;931,3;931,7;931,2;1,2;311;5;1669,5;0
25/10/2024;1600;29,6;30,5;28,9;51;57;50;18,5;20,7;18;930,1;931,3;930,1;1,8;297;6,6;1899,5;0
25/10/2024;1700;29,9;30,1;28,4;53;60;52;19,1;20,5;18,7;929,4;930,1;929,3;2,7;326;8;2265,3;0
25/10/2024;1800;28,9;30,7;28,9;55;56;48;18,9;20,2;18,1;929,6;929,7;929,3;1,7;317;8;2092,2;0
25/10/2024;1900;29;29,5;28,4;57;58;53;19,5;20;18,3;929,1;929,7;929,1;1,9;320;6,6;1011,2;0
25/10/2024;2000;28,5;29,8;28,5;55;56;51;18,5;19,5;18;928,7;929,1;928,3;1,7;351;5,7;1041,9;0
25/10/2024;2100;27;28,5;27;56;56;53;17,5;18,8;17,1;929,4;929,4;928,6;0,5;317;4,7;97,5;0
25/10/2024;2200;26,1;27;26,1;60;60;56;17,6;18;17,5;930,5;930,5;929,4;0;314;2,3;;0
25/10/2024;2300;25,5;26,2;25,5;65;65;60;18,3;18,5;17,8;931,6;931,6;930,5;0;290;0,9;;0
26/10/2024;0;24,6;25,5;24,5;72;73;65;19,2;19,5;18,4;932,2;932,2;931,6;0,1;51;0,6;;0
26/10/2024;100;23,6;24,7;23,4;79;79;71;19,7;19,8;19,1;932;932,2;932;0;341;1,2;;0
26/10/2024;200;22,9;23,6;22,7;85;85;79;20,2;20,3;19,6;931,6;932,2;931,6;0,5;3;1,3;;0
26/10/2024;300;22,3;22,9;22,3;88;88;85;20,2;20,3;19,9;931;931,6;931;0,1;314;2;;0
26/10/2024;400;22,1;22,4;21,9;88;88;86;19,9;20,1;19,5;930,6;931;930,6;0;59;1,1;;0
26/10/2024;500;21,4;22,1;21,3;90;90;88;19,8;20;19,4;930,3;930,6;930,2;0,1;287;1,3;;0
26/10/2024;600;21,2;21,5;21,2;91;91;90;19,6;20;19,6;930,1;930,3;930;0;209;1,2;;0
26/10/2024;700;21;21,2;20,8;91;91;91;19,5;19,7;19,3;930,4;930,4;930;0;349;1,2;;0
26/10/2024;800;20,9;21,1;20,7;91;91;91;19,5;19,6;19,1;930,7;930,7;930,3;0,5;67;1,6;;0
26/10/2024;900;20,8;21;20,8;91;91;91;19,3;19,5;19,3;930,9;930,9;930,6;0,1;267;1,7;34,8;0
26/10/2024;1000;23,5;23,6;20,7;83;91;83;20,4;20,8;19,3;931,7;931,7;930,9;0,8;332;2,6;575,2;0
26/10/2024;1100;25,5;26;23,5;74;83;71;20,5;21,1;20;932,3;932,3;931,7;1,2;235;3,5;1388;0
26/10/2024;1200;28,5;29,1;25,2;55;76;52;18,5;21,7;17,5;932,8;932,8;932,3;0,9;256;3,5;2197,1;0
26/10/2024;1300;29,5;29,8;28,3;55;59;50;19,5;19,9;17,7;932,7;932,8;932,6;0,4;232;3,5;1306;0
26/10/2024;1400;31,2;31,2;29,5;47;55;43;18,6;19,8;16,9;932,5;932,7;932,5;0,7;243;4,4;1580,7;0
26/10/2024;1500;32;32,5;31,2;46;49;38;19;19,7;16,1;931,7;932,5;931,7;1,3;237;4,3;3701,2;0
26/10/2024;1600;33;33,1;31,6;42;49;38;18,4;20;16,8;930,4;931,7;930,4;1,2;302;4;3079,5;0
26/10/2024;1700;33,7;34,5;32,2;36;44;35;16,5;19,2;15,6;929,2;930,4;929,2;1,7;252;5,1;2936,3;0
26/10/2024;1800;33,1;34;32,6;39;43;34;17,1;18,9;15,5;928,2;929,2;928,2;1,8;236;5,1;2162,1;0
26/10/2024;1900;28,7;34;28,7;56;56;32;19,1;19,1;14,8;928;928,2;927,9;2,3;150;8,5;1497,4;0
26/10/2024;2000;28,3;28,8;28,1;57;59;56;18,9;19,5;18,8;928,5;928,6;928;1,8;113;7,1;240,8;0
26/10/2024;2100;26,6;28,7;26,6;66;66;53;19,7;19,7;18,1;930;930;928,5;2,4;123;9,2;126;0
26/10/2024;2200;23,4;26,8;23,4;86;86;64;20,9;20,9;19,3;932,3;932,3;930,1;0,9;6;6,9;;1,2
26/10/2024;2300;22,9;23,6;22,7;91;91;86;21,4;21,4;21;932,8;932,8;932,3;0,5;346;2,6;;6,4
27/10/2024;0;22,8;23;22,6;92;92;91;21,4;21,4;21,2;932,7;933;932,7;0,1;217;2,3;;3,6
27/10/2024;100;22,9;23,1;22,7;92;92;92;21,4;21,7;21,3;932,2;932,7;932,2;2;109;3,6;;0,8
27/10/2024;200;22,8;22,9;22,6;92;92;91;21,4;21,5;21,1;932;932,3;932;0;329;3,6;;0
27/10/2024;300;22,5;22,9;22,3;92;92;92;21,1;21,5;21;931,1;932;931,1;0;64;1,8;;0
27/10/2024;400;22,7;22,7;22,2;92;92;92;21,4;21,4;20,8;930,5;931,1;930,4;0,3;118;1,4;;0
27/10/2024;500;22,4;22,7;22,4;92;92;92;21,1;21,4;21,1;930,4;930,5;930,3;0;103;1,4;;0
27/10/2024;600;22,3;22,4;22,3;92;92;92;21;21,1;21;930,4;930,6;930,3;0;17;1,5;;0
27/10/2024;700;21,9;22,3;21,9;93;93;92;20,6;21;20,6;930,8;930,8;930,4;0;8;1;;0
27/10/2024;800;21,7;21,9;21,7;93;93;93;20,5;20,7;20,5;931,3;931,3;930,7;0;255;0,9;;0
27/10/2024;900;22;22;21,5;93;93;93;20,7;20,7;20,3;932,1;932,1;931,2;1;135;2,2;50,7;0
27/10/2024;1000;23,3;23,3;22;92;93;92;22;22;20,7;933,4;933,4;932,1;1,2;108;3,3;539,6;0
27/10/2024;1100;24,9;24,9;23,2;85;92;85;22,2;22,3;21,6;934,2;934,2;933,4;1,1;187;3,3;913,1;0,2
27/10/2024;1200;27,3;27,6;24,6;67;83;67;20,7;22,2;20,7;934,4;934,5;934,3;0,6;95;2,9;1838;0
27/10/2024;1300;27,9;28,7;27,2;68;72;65;21,3;22,5;20,6;934,5;934,6;934,4;0,5;291;3,3;1745,6;0
27/10/2024;1400;29,5;30,1;27,8;48;69;48;17,5;22,3;17,4;934;934,5;934;1,3;345;5,3;1996,2;0,2
27/10/2024;1500;31,8;31,9;29,4;49;54;40;19,6;19,9;16;933,1;934;933;1,1;296;6,5;3465,9;0
27/10/2024;1600;32,5;32,8;31,4;41;50;39;17,5;20,1;16;931,8;933,1;931,8;1,3;330;4,3;3288,5;0
27/10/2024;1700;32,9;33,7;31,8;40;50;36;17,6;20,9;16,2;930,4;931,8;930,4;1,3;262;4,3;2982,9;0
27/10/2024;1800;32,1;34,5;32,1;41;43;35;17,1;19;16;929,4;930,4;929,4;1;309;4,3;2156,9;0
27/10/2024;1900;33,3;34;31,9;39;43;36;17,5;18,8;16,3;929,3;929,4;929,2;1,1;277;4,4;1745;0
27/10/2024;2000;29,1;34,2;29,1;58;59;36;20,1;20,6;17;929,4;929,4;929,1;1,7;262;7,7;954,3;0
27/10/2024;2100;28;29,2;28;61;61;58;19,7;20,5;19,4;930,9;930,9;929,3;1,6;320;6;314,3;0
27/10/2024;2200;22,2;28;22,1;88;88;61;20,2;20,8;19,4;933,1;933,1;930,9;2,7;51;10,6;;12,8
27/10/2024;2300;21,6;22,1;21,2;92;92;89;20,2;20,3;19,6;933,6;933,9;933,3;0,5;216;4;;13,6
28/10/2024;0;22,1;22,3;21,6;92;92;92;20,7;20,9;20,2;934,1;934,5;933,5;1,1;156;3,6;;1,4
28/10/2024;100;21,7;22,4;21,7;91;92;91;20,1;21;20,1;934,1;934,1;933,8;1,7;113;3,3;;1,2
28/10/2024;200;21,2;21,7;21,2;91;91;91;19,7;20,1;19,7;934;934,3;934;1;123;4,1;;1,8
28/10/2024;300;21;21,3;21;91;91;91;19,5;19,8;19,5;933,3;934;933,3;1,1;156;3,3;;0,8
28/10/2024;400;21;21,1;20,9;92;92;91;19,7;19,7;19,5;932,8;933,3;932,8;0,2;124;2,9;;0
28/10/2024;500;20,9;21,1;20,9;92;92;92;19,6;19,8;19,6;932,5;932,8;932,5;1,1;122;3,4;;0
28/10/2024;600;20,8;21;20,8;92;92;92;19,4;19,7;19,3;932,3;932,5;932,3;1,1;123;4,1;;0
28/10/2024;700;20,8;20,9;20,7;92;92;92;19,4;19,5;19,3;932,4;932,4;932,2;0,7;190;4,1;;0
28/10/2024;800;20,9;20,9;20,7;92;92;92;19,5;19,5;19,4;932,8;932,9;932,4;0;198;2,1;;0
28/10/2024;900;21;21;20,8;92;92;92;19,8;19,8;19,5;933,1;933,1;932,8;0,1;174;1,1;26,8;0
28/10/2024;1000;22,9;23,1;21;84;92;84;20;20,4;19,7;933,5;933,5;933,1;1,3;85;3,8;489,1;0
28/10/2024;1100;25,2;25,9;22,9;70;84;68;19,3;20,2;19,1;934,2;934,2;933,5;2,1;92;5,2;1252,6;0,2
28/10/2024;1200;26,3;26,5;25;68;71;66;19,9;20,1;19;934,4;934,5;934,2;2;74;5,9;1423,5;0
28/10/2024;1300;28,3;28,6;26,2;63;69;62;20,6;21,1;19,7;934,1;934,4;934;2,1;91;6,9;2700;0
28/10/2024;1400;29,6;30,2;28,3;57;65;54;20,1;21,4;19,2;933,5;934,1;933,4;2,7;77;6,1;3397,8;0
28/10/2024;1500;30,8;31,2;29,6;50;59;48;19,3;21;18,2;932,7;933,5;932,7;1,6;71;5;3231,4;0
28/10/2024;1600;31,6;31,6;30,2;48;53;48;19,4;20,1;18,5;931,8;932,7;931,8;1;71;6,9;2328,7;0
28/10/2024;1700;32,2;32,7;30,7;44;52;44;18,3;20,3;18,3;930,4;931,8;930,4;1,2;30;4,8;2526,2;0
28/10/2024;1800;32,8;33,1;32,2;41;47;40;17,9;19,9;17,5;929,2;930,4;929,1;1,8;80;4,8;2693,7;0
28/10/2024;1900;30,3;32,8;30,2;49;49;39;18,3;18,6;17,2;929;929,2;928,8;0,8;68;4;616,6;0
28/10/2024;2000;22,4;30,4;22,4;82;82;47;19,2;19,4;17,4;931,1;931,1;929;2,2;265;9,3;46,4;2,4
28/10/2024;2100;21,8;22,3;21,4;91;91;82;20,3;20,6;19,3;932,3;932,3;931,1;1,4;74;8,1;;10,6
28/10/2024;2200;21,4;21,9;21,4;91;91;91;20;20,3;19,9;933,3;933,5;932,3;1,4;79;4,6;;3
28/10/2024;2300;21;21,4;20,9;91;91;91;19,5;19,9;19,4;933,7;933,7;933,2;0,3;44;3,4;;4,2
29/10/2024;0;20,7;21,1;20,7;92;92;91;19,4;19,7;19,4;934,4;934,4;933,7;0;50;1,9;;3,6
29/10/2024;100;20,6;20,9;20,6;92;92;92;19,3;19,6;19,3;934,8;934,8;934,4;0,1;118;1,7;;2
29/10/2024;200;20,5;20,8;20,4;91;92;91;19;19,4;18,9;934;934,8;934;0,8;75;2,9;;0,8
29/10/2024;300;20,5;20,6;20,4;92;92;91;19,2;19,2;18,9;933,1;934;933,1;0,1;33;2;;0,2
29/10/2024;400;20,6;20,6;20,3;92;92;92;19,3;19,3;19;932,4;933,1;932,4;0;1;1,2;;0
29/10/2024;500;20,3;20,7;20,3;92;92;92;19;19,4;18,9;931,7;932,4;931,7;0;296;2,4;;0
29/10/2024;600;20,3;20,3;20,1;92;92;92;19;19;18,8;931;931,7;931;0,1;120;0,9;;0
29/10/2024;700;20,3;20,4;20,2;92;92;92;19;19,1;18,9;931,2;931,2;930,8;0,4;161;1,4;;0
